station,lat,lon,area,locname,floor,elev,start_at,end_at
W237,23.280578,120.467383,Tainan,青山國小,1,130.2,2012-11-30,9999-12-31
W238,23.0643,120.3891,Tainan,光榮國小,1,42,2016-07-12,9999-12-31
W239,23.3065,120.3164,Tainan,新營國小,1,18,2016-07-12,9999-12-31
W23A,23.1225,120.393,Tainan,二溪國小,1,37,2018-05-02,9999-12-31
W23B,23.025,120.3487,Tainan,口埤國小,2,50,2018-05-03,9999-12-31
W23C,23.331,120.507,Tainan,關嶺分校,1,388,2018-06-28,9999-12-31
W23D,23.3665,120.3662,Tainan,後壁國小,1,24,2018-06-27,9999-12-31
W23E,24.7043,121.1834,Hsinchu,內灣國小,1,262,2018-08-07,9999-12-31
W23F,24.6774,121.2088,Hsinchu,梅花國小,1,526,2018-08-08,9999-12-31
W240,24.675433,121.059717,Hsinchu,大坪國小,1,208.7,2012-12-24,9999-12-31
W241,24.631533,121.118058,Hsinchu,五峰國小,1,429,2012-12-24,9999-12-31
W242,24.721033,120.996617,Hsinchu,三峰國小,1,169.7,2012-12-20,2015-03-20
W243,24.76715,121.0576,Hsinchu,二重國小,1,153.2,2012-12-21,9999-12-31
W244,24.739917,121.021717,Hsinchu,寶山國小,1,82,2012-12-21,9999-12-31
W245,24.686917,120.988267,Hsinchu,富興國小,1,104.7,2012-12-21,9999-12-31
W246,24.735683,121.088383,Hsinchu,竹東國小,1,131.5,2012-12-24,9999-12-31
W247,24.575233,121.105417,Hsinchu,桃山國小,1,523.5,2012-12-24,9999-12-31
W248,24.77395,121.082533,Hsinchu,芎林國小,1,139,2012-12-21,9999-12-31
W249,24.799267,120.999417,Hsinchu,建功國小,1,51,2012-12-29,9999-12-31
W24A,24.899167,121.038017,Hsinchu,信勢國小,1,74.4,2013-01-02,9999-12-31
W24B,24.7069,121.203033,Hsinchu,尖石國中,1,335.2,2013-01-07,9999-12-31
W24C,24.728183,121.22605,Hsinchu,尖石國小,1,354.7,2013-01-07,9999-12-31
W24D,24.618633,121.285517,Hsinchu,秀巒國小,1,841.4,2013-01-09,2020-09-22
W24D,24.618633,121.285517,Hsinchu,秀巒國小,2,841.4,2020-09-23,9999-12-31
W24E,24.768267,121.22455,Hsinchu,錦山國小,1,210.1,2013-01-08,9999-12-31
W24F,24.65975,121.3019,Hsinchu,玉峰國小,2,728.6,2013-01-08,9999-12-31
W250,24.579967,121.302283,Hsinchu,新光國小,1,1600,2013-01-09,9999-12-31
W251,24.796267,120.973983,Hsinchu,竹蓮國小,1,41.9,2013-01-03,9999-12-31
W252,24.801567,121.140667,Hsinchu,坪林國小,1,134.5,2013-01-03,9999-12-31
W253,24.79625,120.944067,Hsinchu,香山國小,1,24.4,2013-01-03,9999-12-31
W254,24.796917,120.966517,Hsinchu,新竹國小,1,21.4,2013-01-04,9999-12-31
W255,24.7335,120.967267,Hsinchu,新城國小,1,29.7,2012-12-20,9999-12-31
W256,24.887533,121.094483,Hsinchu,長安國小,1,169.5,2013-01-02,9999-12-31
W257,24.878806,121.060796,Hsinchu,湖口國小,1,102.5,2013-01-02,9999-12-31
W258,24.7822,121.011733,Hsinchu,科園國小,1,99.6,2013-01-02,9999-12-31
W259,24.726233,120.92955,Hsinchu,南隘國小,1,14.3,2013-01-02,9999-12-31
W25A,24.6481,121.1513,Hsinchu,花園國小,2,486,2016-12-27,2020-07-02
W25A,24.6481,121.1513,Hsinchu,花園國小,2,486,2020-07-03,9999-12-31
W25B,24.7891,120.9964,Hsinchu,交大土木,3,85,2017-03-15,9999-12-31
W25C,24.6894,121.0201,Hsinchu,峨眉國小,1,99,2017-05-16,2017-06-29
W25C,24.6894,121.0201,Hsinchu,峨眉國小,1,99,2017-06-30,9999-12-31
W25D,24.701,121.0534,Hsinchu,北埔國小,1,135,2017-06-28,9999-12-31
W25E,24.7056,121.1058,Hsinchu,田寮國小,1,164,2017-06-28,9999-12-31
W25F,24.6803,121.2472,Hsinchu,錦屏國小,1,605,2018-08-07,9999-12-31
W260,24.8591,121.3601,NewTaipei,五寮國小,1,171.5,2013-04-01,9999-12-31
W261,24.872733,121.4045,NewTaipei,插角國小,1,169.7,2013-04-01,9999-12-31
W262,24.853583,121.43735,NewTaipei,有木國小,1,244.5,2013-04-01,9999-12-31
W263,24.958333,121.333167,NewTaipei,永吉國小,2,128.5,2013-04-01,2017-12-13
W263,24.958333,121.333167,NewTaipei,永吉國小,2,128.5,2017-12-14,2022-09-01
W263,24.958333,121.333167,NewTaipei,永吉國小,2,128.5,2022-09-02,9999-12-31
W264,24.955933,121.389367,NewTaipei,柑園國小,3,38,2013-04-01,9999-12-31
W265,24.971224,121.442442,NewTaipei,土城國小,1,23,2013-04-01,9999-12-31
W266,24.926238,121.447213,NewTaipei,建安國小,1,94,2013-04-01,9999-12-31
W267,24.997667,121.424283,NewTaipei,文林國小,2,38.2,2013-04-01,9999-12-31
W268,25.016667,121.405833,NewTaipei,三多國小,1,105,2013-04-01,2018-09-18
W268,25.016667,121.405833,NewTaipei,三多國小,1,105,2018-09-19,9999-12-31
W269,25.024105,121.413752,NewTaipei,丹鳳國小,3,21,2013-04-01,9999-12-31
W26A,25.031167,121.443233,NewTaipei,豐年國小,1,29.5,2013-04-01,2018-09-19
W26B,25.04466,121.426907,NewTaipei,明志國小,1,12,2013-04-01,9999-12-31
W26C,25.062215,121.431638,NewTaipei,泰山國小,2,22,2013-04-01,2022-08-25
W26C,25.062215,121.431638,NewTaipei,泰山國小,2,22,2022-08-26,9999-12-31
W26D,25.071315,121.433947,NewTaipei,德音國小,1,27,2013-04-01,9999-12-31
W26E,25.082678,121.437393,NewTaipei,五股國小,2,40,2013-04-01,2019-09-03
W26E,25.082678,121.437393,NewTaipei,五股國小,1,40,2019-09-04,9999-12-31
W26F,25.080467,121.389683,NewTaipei,林口國小,1,279.6,2013-04-01,9999-12-31
W270,25.107867,121.339233,NewTaipei,嘉寶國小,2,182.8,2013-04-01,9999-12-31
W271,25.14945,121.403433,NewTaipei,八里國小,1,22.2,2013-04-01,9999-12-31
W272,25.09995,121.45085,NewTaipei,成州國小,2,7.7,2013-04-01,9999-12-31
W273,25.084333,121.46965,NewTaipei,蘆洲國小,1,15.6,2013-04-01,9999-12-31
W274,25.077222,121.480278,NewTaipei,永福國小,1,17,2013-04-01,9999-12-31
W275,25.050233,121.47545,NewTaipei,興穀國小,2,13.8,2013-04-01,2021-08-30
W275,25.050281,121.474908,NewTaipei,興穀國小,1,1,2021-08-31,9999-12-31
W276,25.0156,121.48339,NewTaipei,光復國小,1,53,2013-04-01,9999-12-31
W277,25.003317,121.46325,NewTaipei,後埔國小,1,28,2013-04-01,9999-12-31
W278,25.003483,121.517283,NewTaipei,永和國小,1,39.5,2013-04-01,9999-12-31
W279,24.95205,121.486717,NewTaipei,雙城國小,2,99.3,2013-04-01,9999-12-31
W27A,24.922467,121.5468,NewTaipei,屈尺國小,2,59.8,2013-04-01,9999-12-31
W27B,24.90215,121.553133,NewTaipei,龜山國小,2,66.7,2013-04-01,9999-12-31
W27C,24.862952,121.554462,NewTaipei,烏來國小,1,163,2013-04-01,2021-08-30
W27C,24.862952,121.554462,NewTaipei,烏來國小,1,163,2021-08-31,9999-12-31
W27D,25.14756,121.460037,NewTaipei,竹圍國小,1,22,2013-04-01,9999-12-31
W27E,25.157833,121.483424,NewTaipei,坪頂國小,1,280,2013-04-01,9999-12-31
W27F,25.257867,121.5014,NewTaipei,三芝國小,2,63,2013-04-01,9999-12-31
W280,25.291961,121.567179,NewTaipei,石門國小,1,1.9,2013-04-01,9999-12-31
W281,25.239444,121.630556,NewTaipei,中角國小,1,73,2013-04-01,9999-12-31
W282,25.222355,121.636885,NewTaipei,金山國小,2,18,2013-04-01,9999-12-31
W283,25.219013,121.602608,NewTaipei,三和國小,1,70,2013-04-01,2020-02-25
W283,25.219013,121.602608,NewTaipei,三和國小,1,70,2020-02-26,9999-12-31
W284,25.167375,121.638686,NewTaipei,大坪國小,2,354,2013-04-01,2018-08-02
W284,25.167375,121.638686,NewTaipei,大坪國小,1,354,2018-08-03,2021-05-19
W284,25.167375,121.638686,NewTaipei,大坪國小,1,354,2021-05-20,9999-12-31
W285,25.176537,121.688634,NewTaipei,萬里國小,2,29,2013-04-01,9999-12-31
W286,25.10772,121.804292,NewTaipei,瑞芳國小,1,120,2013-04-01,9999-12-31
W287,25.120923,121.919092,NewTaipei,鼻頭國小,1,34,2013-04-01,9999-12-31
W288,25.112428,121.919473,NewTaipei,和美國小,2,25,2013-04-01,9999-12-31
W289,25.0549,121.92432,NewTaipei,澳底國小,2,5,2013-04-01,9999-12-31
W28A,25.01651,121.988533,NewTaipei,福連國小,1,28,2013-04-01,9999-12-31
W28B,25.03304,121.86792,NewTaipei,雙溪國小,2,54,2013-04-01,9999-12-31
W28C,25.0151,121.80441,NewTaipei,柑林國小,1,112,2013-04-01,9999-12-31
W28D,25.02699,121.73841,NewTaipei,平溪國小,2,228,2013-04-01,9999-12-31
W28E,25.007658,121.688042,NewTaipei,永定國小,1,145,2013-04-01,9999-12-31
W28F,24.99069,121.658658,NewTaipei,石碇國小,1,134,2013-04-01,9999-12-31
W290,25.047819,121.618753,NewTaipei,白雲國小,2,60,2013-04-01,9999-12-31
W291,25.066754,121.655177,NewTaipei,汐止國小,1,18,2013-04-01,2021-02-08
W291,25.066754,121.655177,NewTaipei,汐止國小,1,18,2021-02-09,9999-12-31
W292,24.952989,121.636375,NewTaipei,雲海國小,2,569,2013-04-01,2019-09-04
W292,24.952989,121.636375,NewTaipei,雲海國小,1,569,2019-09-05,9999-12-31
W293,24.936034,121.710787,NewTaipei,坪林國小,3,217,2013-04-01,2022-11-24
W293,24.936034,121.710787,NewTaipei,坪林國小,3,217,2022-11-25,9999-12-31
W294,25.001655,121.616882,NewTaipei,深坑國小,1,18,2013-04-01,9999-12-31
W295,24.953571,121.538708,NewTaipei,新店國小,1,60,2013-04-01,9999-12-31
W296,24.777416,121.502129,NewTaipei,福山國小,1,425,2013-04-01,9999-12-31
W297,24.972988,121.548466,NewTaipei,三聯新店,-1,26,2015-10-27,9999-12-31
W298,25.0659,121.4803,NewTaipei,二重國中,1,7,2017-03-02,9999-12-31
W299,24.9549,121.3467,NewTaipei,建國國小,2,55,2017-12-14,9999-12-31
W29A,25.2038,121.5017,NewTaipei,興華國小,1,249,2018-01-18,9999-12-31
W29B,25.2587,121.5301,NewTaipei,橫山國小,2,172,2018-04-24,9999-12-31
W29C,25.1973,121.4447,NewTaipei,育英國小,1,63,2018-04-24,9999-12-31
W29D,25.056204,121.448047,NewTaipei,中信國小,4,1,2021-03-22,9999-12-31
W29E,24.939124,121.373232,NewTaipei,北大國小,1,34,2022-07-29,2023-01-05
W29E,24.939124,121.373232,NewTaipei,北大國小,1,34,2023-01-06,9999-12-31
W300,25.130896,121.746233,Keelung,基隆消防局,2,19,2014-01-09,9999-12-31
W301,25.150156,121.78272,Keelung,海大河工,5,13,2014-01-09,9999-12-31
W302,25.107268,121.665507,Keelung,復興國小,2,33,2014-01-23,2016-07-28
W302,25.107268,121.665507,Keelung,復興國小,2,33,2016-07-29,2023-06-26
W302,25.107268,121.665507,Keelung,復興國小,2,33,2023-06-27,9999-12-31
W303,25.138823,121.707255,Keelung,武崙國小,1,76,2014-01-22,2023-06-26
W303,25.138823,121.707255,Keelung,武崙國小,1,76,2023-06-27,9999-12-31
W304,25.098494,121.753993,Keelung,碇內國小,2,39,2014-01-23,2023-06-26
W304,25.098494,121.753993,Keelung,碇內國小,2,39,2023-06-27,9999-12-31
W305,25.128716,121.78325,Keelung,深澳國小,2,79,2014-01-23,2023-06-26
W305,25.128716,121.78325,Keelung,深澳國小,2,79,2023-06-27,9999-12-31
W306,25.124803,121.756741,Keelung,月眉國小,1,35,2014-01-23,2021-12-08
W306,25.124803,121.756741,Keelung,基隆社區大學,1,35,2021-12-09,9999-12-31
W310,24.976283,121.58365,Taipei,指南國小,2,87,2014-04-22,9999-12-31
W311,25.025767,121.5686,Taipei,吳興國小,2,16,2014-04-23,9999-12-31
W312,25.0286,121.568117,Taipei,信義國中,1,19,2014-04-23,9999-12-31
W313,25.049217,121.5486,Taipei,敦化國小,1,14,2014-04-22,9999-12-31
W314,25.050233,121.578617,Taipei,松山國小,1,13,2014-04-23,9999-12-31
W315,25.08725,121.6012,Taipei,大湖國小,1,29,2014-04-23,9999-12-31
W316,25.083633,121.56565,Taipei,西湖國小,1,12,2014-04-22,9999-12-31
W317,25.106067,121.563933,Taipei,雙溪國小,2,224,2014-04-22,9999-12-31
W318,25.12945,121.5766,Taipei,平等國小,1,405,2014-04-22,9999-12-31
W319,25.1685,121.538833,Taipei,湖田國小,1,656,2014-04-22,9999-12-31
W31A,25.1179,121.538367,Taipei,天母國中,1,31,2014-04-22,9999-12-31
W31B,25.092583,121.525067,Taipei,士林國小,1,10,2014-04-22,9999-12-31
W31C,25.066033,121.5125,Taipei,延平國小,1,8,2014-04-22,2017-03-02
W31D,25.1195,121.505017,Taipei,立農國小,1,10,2014-04-22,2014-06-03
W31D,25.1195,121.505017,Taipei,立農國小,1,10,2014-06-04,2015-10-25
W31D,25.1195,121.505017,Taipei,立農國小,1,10,2015-10-26,9999-12-31
W31E,25.141933,121.509783,Taipei,義方國小,1,67,2014-04-22,9999-12-31
W31F,25.1266,121.466217,Taipei,關渡國小,1,18,2014-04-22,9999-12-31
W320,25.0835,121.5724,Taipei,麗山國小,1,14,2014-07-30,9999-12-31
W321,25.0496,121.5381,Taipei,中山女高,1,10,2016-03-24,9999-12-31
W322,25.0027,121.5517,Taipei,興隆國小,1,22,2017-12-14,9999-12-31
W323,25.040724,121.614071,Taipei,地球所5樓,5,24,2019-03-28,9999-12-31
W324,25.0641,121.5126,Taipei,大橋國小,1,9,2019-10-18,9999-12-31
W330,25.0065,121.214167,Taoyuan,青埔國小,1,108,2014-07-30,9999-12-31
W331,25.0126,121.137283,Taoyuan,新坡國小,1,75.2,2014-07-30,2022-05-25
W331,25.0126,121.137283,Taoyuan,新坡國小,1,75.2,2022-05-26,9999-12-31
W332,24.973649,121.102035,Taoyuan,新屋國小,1,92.7,2014-07-30,2019-05-15
W332,24.973649,121.102035,Taoyuan,新屋國小,1,92.7,2019-05-16,9999-12-31
W333,25.035383,121.0832,Taoyuan,觀音國小,1,36,2014-07-30,9999-12-31
W334,24.974535,121.026197,Taoyuan,笨港國小,1,20,2014-07-30,9999-12-31
W335,25.086383,121.190683,Taoyuan,內海國小,1,22.1,2014-07-30,9999-12-31
W336,24.918767,121.137217,Taoyuan,水美國小,1,150.8,2014-07-30,2021-08-30
W336,24.918767,121.137217,Taoyuan,水美國小,1,150.8,2021-08-31,9999-12-31
W337,24.922617,121.249983,Taoyuan,忠貞國小,1,196,2014-07-30,2018-03-14
W337,24.922617,121.249983,Taoyuan,忠貞國小,1,196,2018-03-15,9999-12-31
W338,25.101867,121.26665,Taoyuan,海湖國小,1,23.8,2014-07-30,2022-05-29
W338,25.101867,121.26665,Taoyuan,海湖國小,1,23.8,2022-05-30,9999-12-31
W339,24.655217,121.39945,Taoyuan,光華國小,2,880,2014-07-30,2020-09-23
W339,24.655217,121.39945,Taoyuan,光華國小,2,880,2020-09-24,9999-12-31
W33A,24.936917,121.080517,Taoyuan,富岡國小,2,118,2014-07-30,2018-03-15
W33A,24.936917,121.080517,Taoyuan,富岡國小,1,118,2018-03-16,9999-12-31
W33B,24.881783,121.304483,Taoyuan,美華國小,2,189.2,2014-07-30,9999-12-31
W33C,24.847667,121.167667,Taoyuan,三和國小,1,184.9,2014-07-30,9999-12-31
W33D,24.8704,121.2347,Taoyuan,武漢國小,1,227,2014-07-30,9999-12-31
W33E,24.8362,121.2484,Taoyuan,三坑國小,3,169.4,2014-07-30,2018-05-24
W33E,24.8362,121.2484,Taoyuan,三坑國小,1,169.4,2018-05-25,9999-12-31
W33F,24.8001,121.3073,Taoyuan,長興國小,1,351,2014-07-30,9999-12-31
W340,24.7975,121.36485,Taoyuan,羅浮國小,1,317.5,2014-07-30,9999-12-31
W341,24.908267,121.1795,Taoyuan,瑞塘國小,2,208.7,2014-07-30,9999-12-31
W342,24.986783,121.2901,Taoyuan,中山國小,1,132.9,2014-07-30,2017-12-13
W342,24.986783,121.2901,Taoyuan,中山國小,2,132.9,2017-12-14,9999-12-31
W343,25.045083,121.314617,Taoyuan,大坑國小,1,112,2014-07-30,9999-12-31
W344,24.674,121.367317,Taoyuan,三光國小,1,697.7,2014-07-30,9999-12-31
W345,24.712119,121.3604,Taoyuan,高義國小,1,646,2020-09-24,9999-12-31
W346,25.057956,121.359963,Taoyuan,大湖國小,1,252,2021-03-22,9999-12-31
W350,23.8527,120.3207,Changhua,大城國小,1,6.5,2014-10-28,9999-12-31
W351,24.147,120.4763,Changhua,伸仁國小,1,7.7,2014-10-30,2022-06-15
W351,24.147,120.4763,Changhua,伸仁國小,1,7.7,2022-06-16,9999-12-31
W352,24.0888,120.4798,Changhua,頂番國小,1,16.7,2014-10-21,9999-12-31
W353,24.0586,120.4434,Changhua,鹿東國小,1,3.6,2014-10-21,9999-12-31
W354,24.008,120.4191,Changhua,文昌國小,1,10,2014-10-21,9999-12-31
W355,23.9813,120.3901,Changhua,建新國小,1,16,2014-10-14,9999-12-31
W356,23.9376,120.3953,Changhua,新生國小,1,12.6,2014-10-14,9999-12-31
W357,23.8979,120.3706,Changhua,中正國小,2,16,2014-10-29,9999-12-31
W358,23.876,120.4166,Changhua,民靖國小,1,13.3,2014-10-22,9999-12-31
W359,23.8531,120.4919,Changhua,南州國小,1,37.3,2014-10-24,9999-12-31
W35A,23.8927,120.4781,Changhua,埤頭國小,1,23.3,2014-10-22,9999-12-31
W35B,23.9187,120.5044,Changhua,陸豐國小,1,34.6,2014-10-27,9999-12-31
W35C,23.9487,120.4432,Changhua,中興國小,1,7.9,2014-10-22,9999-12-31
W35D,23.968,120.4869,Changhua,溪湖高中,1,22.1,2014-10-27,9999-12-31
W35E,24.0026,120.4929,Changhua,明正國小,1,7.7,2014-10-29,9999-12-31
W35F,24.1042,120.5334,Changhua,新庄國小,1,20,2014-10-21,9999-12-31
W360,24.0717,120.5515,Changhua,彰化高中,1,43,2014-10-15,9999-12-31
W361,24.0476,120.5446,Changhua,白沙國小,1,28,2014-10-15,9999-12-31
W362,24.0172,120.5657,Changhua,三春國小,1,31,2014-10-15,9999-12-31
W363,23.9927,120.585,Changhua,村東國小,1,45.3,2014-10-21,9999-12-31
W364,23.9684,120.6013,Changhua,東山國小,2,41,2014-10-15,9999-12-31
W365,23.9623,120.5635,Changhua,員林高中,1,24.6,2014-10-20,9999-12-31
W366,23.9198,120.6014,Changhua,湳雅國小,1,34.7,2014-10-16,9999-12-31
W367,23.8671,120.6053,Changhua,東和國小,1,50.4,2014-10-24,9999-12-31
W368,23.811,120.617,Changhua,二水國小,1,85,2014-10-16,9999-12-31
W369,23.8263,120.545,Changhua,成功國小,1,42.4,2014-10-20,2022-06-15
W369,23.8263,120.545,Changhua,成功國小,1,42.4,2022-06-16,9999-12-31
W36A,23.8868,120.5606,Changhua,南鎮國小,1,37,2014-10-20,9999-12-31
W36B,24.014889,120.643065,Changhua,茄荖國小,1,56,2022-09-02,9999-12-31
W370,23.5771,120.3047,Yunlin,北港高中,1,9.3,2014-12-09,9999-12-31
W371,23.7114,120.2661,Yunlin,同安國小,1,16.1,2014-12-05,9999-12-31
W372,23.5417,120.1897,Yunlin,文光國小,1,1.1,2014-12-05,9999-12-31
W373,23.7097,120.1912,Yunlin,台西國中,1,7.7,2014-12-02,9999-12-31
W374,23.7398,120.2222,Yunlin,新興國小,1,3,2014-12-02,9999-12-31
W375,23.6007,120.1793,Yunlin,頂湖國小,1,3,2014-12-02,9999-12-31
W376,23.6429,120.1777,Yunlin,飛沙國小,1,5,2014-12-02,9999-12-31
W377,23.7672,120.4583,Yunlin,廣興國小,1,32.9,2014-11-27,9999-12-31
W378,23.8167,120.4139,Yunlin,義賢國小,1,17.9,2014-11-27,9999-12-31
W379,23.7862,120.3555,Yunlin,陽明國小,1,15.6,2014-11-27,2017-11-21
W379,23.7862,120.3555,Yunlin,陽明國小,1,15.6,2017-11-22,9999-12-31
W37A,23.7975,120.2735,Yunlin,橋頭國小,1,10,2014-11-27,9999-12-31
W37B,23.6567,120.3497,Yunlin,秀潭國小,1,17,2014-11-26,9999-12-31
W37C,23.6207,120.315,Yunlin,忠孝國小,1,11,2014-11-26,9999-12-31
W37D,23.6522,120.2718,Yunlin,東光國小,1,11.5,2014-11-26,9999-12-31
W37E,23.7198,120.3383,Yunlin,潮厝國小,1,12.5,2014-11-26,9999-12-31
W37F,23.7153,120.5291,Yunlin,正心中學,1,53.3,2014-11-25,9999-12-31
W380,23.6773,120.5139,Yunlin,久安國小,1,47.4,2014-11-25,9999-12-31
W381,23.7372,120.5145,Yunlin,大美國小,1,44.5,2014-11-25,9999-12-31
W382,23.6457,120.5658,Yunlin,古坑國小,1,112.4,2014-11-21,9999-12-31
W383,23.6867,120.5863,Yunlin,新光國小,1,84,2014-11-21,9999-12-31
W384,23.7599,120.6176,Yunlin,林內國小,1,90,2014-11-21,9999-12-31
W385,23.768,120.5634,Yunlin,六合國小,1,52.4,2014-11-21,9999-12-31
W386,23.7413,120.4014,Yunlin,光復國小,1,25.2,2014-11-24,9999-12-31
W387,23.7102,120.4416,Yunlin,虎尾高中,1,38.7,2014-11-24,9999-12-31
W388,23.6472,120.4592,Yunlin,嘉興國小,2,39.1,2014-11-21,9999-12-31
W389,23.63466,120.40162,Yunlin,舊庄國小,1,20,2014-11-24,9999-12-31
W38A,23.6041,120.2409,Yunlin,宏仁國小,1,8,2014-12-10,9999-12-31
W38B,23.6042,120.6319,Yunlin,樟湖國中小,1,818,2016-12-07,9999-12-31
W38C,23.5613,120.6063,Chiayi,太平國小,2,964,2016-12-06,9999-12-31
W38D,23.4118,120.3077,Chiayi,鹿草國小,1,18,2017-07-19,2018-06-25
W38D,23.4118,120.3077,Chiayi,鹿草國小,1,18,2018-06-26,9999-12-31
W38E,23.4198,120.183,Chiayi,過溝國小,1,3,2018-06-26,9999-12-31
W390,22.673,121.4705,Taitung,綠島國中,1,13,2015-03-17,9999-12-31
W391,22.6745,121.4931,Taitung,公館國小,1,12,2015-03-17,2020-06-17
W391,22.6745,121.4931,Taitung,公館國小,1,12,2020-06-18,2020-07-29
W391,22.6745,121.4931,Taitung,公館國小,1,12,2020-07-30,9999-12-31
W392,22.08,121.5279,Taitung,朗島國小,1,14,2015-09-08,9999-12-31
W393,22.0194,121.5627,Taitung,蘭嶼國小,1,24,2015-09-08,9999-12-31
W394,23.3542,121.4655,Taitung,三間國小,1,49,2016-05-25,9999-12-31
W395,23.3154,121.4524,Taitung,長濱國小,1,59,2016-05-25,9999-12-31
W396,23.2862,121.4301,Taitung,竹湖國小,1,10,2016-05-25,9999-12-31
W397,23.2449,121.4137,Taitung,寧埔國小,1,33,2016-05-25,9999-12-31
W398,23.157,121.3999,Taitung,忠孝國小,1,19,2016-05-26,9999-12-31
W399,23.1022,121.3825,Taitung,成功國小,1,21,2016-05-26,9999-12-31
W39A,23.0397,121.2929,Taitung,北源國小,1,132,2016-05-26,9999-12-31
W39B,23.0957,121.2186,Taitung,萬安國小,1,283,2016-05-27,9999-12-31
W39C,23.0437,121.1959,Taitung,振興分校,1,298,2016-05-27,9999-12-31
W39D,23.0061,121.173,Taitung,電光國小,1,204,2016-05-27,9999-12-31
W39E,22.9578,121.1556,Taitung,瑞源國小,1,186,2016-05-27,9999-12-31
W39F,22.7169,121.0477,Taitung,知本國中,1,71,2016-05-30,9999-12-31
W400,22.34,120.8892,Taitung,尚武國小,1,12,2016-05-31,2019-09-25
W400,22.34,120.8892,Taitung,尚武國小,1,12,2019-09-26,9999-12-31
W401,22.7573,121.145,Taitung,台東高商,1,18,2017-09-06,9999-12-31
W402,24.3944,120.9208,Miaoli,泰興國小,1,484,2017-11-09,9999-12-31
W403,24.6019,120.7782,Miaoli,龍坑國小,1,20,2017-12-06,9999-12-31
W404,24.4909,120.6833,Miaoli,通霄國小,1,19,2017-12-06,9999-12-31
W405,24.559,120.71,Miaoli,啟明國小,1,28,2018-04-13,9999-12-31
W406,24.4482,120.6547,Miaoli,苑裡國小,1,19,2018-04-12,9999-12-31
W407,24.4176,120.6852,Miaoli,山腳國小,1,62,2018-04-12,9999-12-31
W408,24.5276,120.7517,Miaoli,瑞湖分校,1,79,2018-04-12,9999-12-31
W409,24.624,120.894,Miaoli,錦水國小,1,31,2018-04-13,9999-12-31
W40A,24.6178,120.9149,Miaoli,大坪分校,1,37,2018-04-13,9999-12-31
W40B,24.5435,120.971,Miaoli,蓬萊國小,1,459,2018-05-31,9999-12-31
W40C,24.3478,120.8266,Miaoli,新開國小,1,324,2018-06-01,9999-12-31
W40D,24.4658,120.9401,Miaoli,汶水國小,1,472,2018-05-31,2022-11-30
W40D,24.4658,120.9401,Miaoli,汶水國小,1,472,2022-12-01,9999-12-31
W40E,24.4897,120.9327,Miaoli,八卦分班,1,580,2018-05-31,9999-12-31
W40F,24.44,120.9255,Miaoli,清安國小,1,425,2018-06-01,9999-12-31
W410,24.2261,120.7046,Taichung,弘文中學,1,184,2017-12-05,9999-12-31
W411,24.1359,120.6776,Taichung,台中女中,1,78,2017-12-06,2023-01-11
W411,24.1359,120.6776,Taichung,台中女中,1,78,2023-01-12,9999-12-31
W412,24.1963,120.748,Taichung,大坑國小,2,217,2018-10-04,9999-12-31
W413,24.2767,120.6349,Taichung,東山國小,1,195,2018-10-05,9999-12-31
W414,24.2929,120.9351,Taichung,烏石分校,2,631,2019-08-21,9999-12-31
W415,24.2765,120.7738,Taichung,石岡國小,1,285,2019-08-22,9999-12-31
W416,24.06209,120.642894,Taichung,喀哩國小,1,38,2020-09-11,9999-12-31
W417,24.0838,120.752443,Taichung,黃竹國小,1,165,2022-09-02,9999-12-31
W418,24.149332,120.615334,Taichung,文山國小,1,64,2022-09-02,9999-12-31
W419,24.153826,120.546625,Taichung,大肚國小,1,17,2023-03-17,9999-12-31
W420,22.073,120.814,Pingtung,牡林分校,1,189,2018-07-11,9999-12-31
W421,22.2611,120.650993,Pingtung,枋山分校,1,6,2020-09-03,9999-12-31
W422,22.738282,120.55396,Pingtung,新圍國小,2,49,2020-09-02,9999-12-31
W423,22.470952,120.454348,Pingtung,東港國小,1,0,2020-09-04,9999-12-31
W424,22.432549,120.51839,Pingtung,林邊國小,1,1,2020-09-04,9999-12-31
W425,22.401681,120.576875,Pingtung,東海國小,2,13,2020-09-04,9999-12-31
W426,22.804009,120.57758,Pingtung,田子國小,1,63,2020-09-01,9999-12-31
W427,22.807755,120.492351,Pingtung,土庫國小,1,36,2020-09-01,9999-12-31
W430,23.2315,120.2616,Tainan,下營國小,1,6,2018-10-31,9999-12-31
W431,23.2455,120.16,Tainan,中洲國小,1,5,2018-11-01,9999-12-31
W432,23.2861,120.138,Tainan,蚵寮國小,1,5,2018-10-31,9999-12-31
W433,23.2185,120.1068,Tainan,長平國小,1,6,2018-11-01,9999-12-31
W434,23.1885,120.0885,Tainan,鯤鯓國小,1,4,2018-11-01,9999-12-31
W435,23.16,120.1353,Tainan,篤加國小,1,1,2018-11-02,9999-12-31
W436,23.1018,120.117,Tainan,三股國小,1,4,2018-11-02,9999-12-31
W437,23.1215,120.1807,Tainan,成功國小,1,6,2018-11-02,9999-12-31
W438,22.9143,120.2716,Tainan,大潭國小,1,23,2018-11-21,9999-12-31
W439,22.9399,120.3334,Tainan,深坑國小,1,37,2018-11-22,9999-12-31
W43A,23.0765,120.1169,Tainan,青草國小,1,3,2020-03-23,2020-04-27
W43A,23.0765,120.1169,Tainan,青草國小,1,3,2020-04-28,9999-12-31
